season,player,market,bettable_line_nearest_half,sportsbook_count,sportsbooks,betmgm_line,betrivers_line,caesars_line,draftkings_line,fanduel_line,bet365_line,minimum_sportsbook_line,maximum_sportsbook_line,sportsbook_line_range,population_standard_deviation,paired_two_way_book_count,ladder_fit_book_count
2026,Drake London,receiving_yards,1106.5,5,BetMGM|BetRivers|Caesars|FanDuel|bet365,1057.596843,1150.5,1100.5,,1100.5,1124.5,1057.596843,1150.5,92.903157,30.735251,5,0
2026,Emeka Egbuka,receiving_yards,903,5,BetMGM|BetRivers|Caesars|FanDuel|bet365,888.55846,875.5,950.5,,900.5,899.5,875.5,950.5,75,25.453955,5,0
2026,Garrett Wilson,receiving_yards,996,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,988.436115,1012.355724,1000.5,999.5,975.5,999.5,975.5,1012.355724,36.855724,11.472539,6,0
2026,George Kittle,receiving_yards,713,3,BetRivers|FanDuel|bet365,,713.341641,,,700.5,724.5,700.5,724.5,24,9.805989,3,0
2026,George Pickens,receiving_yards,1012.5,5,BetRivers|Caesars|DraftKings|FanDuel|bet365,,1012.355724,975.5,999.5,1050.5,1024.5,975.5,1050.5,75,25.004066,5,0
2026,Germie Bernard,receiving_yards,395.5,1,Caesars,,,395.538474,,,,395.538474,395.538474,0,0,1,0
2026,Greg Dulcich,receiving_yards,400.5,1,Caesars,,,400.5,,,,400.5,400.5,0,0,1,0
2026,Gunnar Helm,receiving_yards,400.5,1,Caesars,,,400.5,,,,400.5,400.5,0,0,1,0
2026,Harold Fannin Jr.,receiving_yards,683.5,3,BetRivers|Caesars|bet365,,675.5,675.5,,,699.5,675.5,699.5,24,11.313708,3,0
2026,Hunter Henry,receiving_yards,500.5,1,Caesars,,,500.5,,,,500.5,500.5,0,0,1,0
2026,Isaiah Likely,receiving_yards,641,1,Caesars,,,641.051429,,,,641.051429,641.051429,0,0,1,0
2026,Ja'Marr Chase,receiving_yards,1313.5,5,BetMGM|BetRivers|Caesars|FanDuel|bet365,1317.745944,1325.5,1275.5,,1325.5,1324.5,1275.5,1325.5,50,19.34279,5,0
2026,Jahmyr Gibbs,receiving_yards,455,4,BetRivers|Caesars|DraftKings|bet365,,445.161665,475.5,449.5,,449.5,445.161665,475.5,30.338335,12.015763,4,0
2026,Jake Ferguson,receiving_yards,500,2,Caesars|bet365,,,475.5,,,524.5,475.5,524.5,49,24.5,2,0
2026,Jake Ferguson 2026/2027 Markets,receiving_yards,519.5,1,BetRivers,,519.27293,,,,,519.27293,519.27293,0,0,1,0
2026,Jakobi Meyers,receiving_yards,705.5,3,BetRivers|Caesars|bet365,,716.90297,700.5,,,699.5,699.5,716.90297,17.40297,7.978588,3,0
2026,Jalen Coker,receiving_yards,606,3,BetRivers|Caesars|bet365,,618.08795,600.5,,,599.5,599.5,618.08795,18.58795,8.536509,3,0
2026,Jameson Williams,receiving_yards,898.5,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,900.5,914.533011,875.5,899.5,900.5,899.5,875.5,914.533011,39.033011,11.51739,6,0
2026,Jaxon Smith-Njigba,receiving_yards,1330.5,5,BetMGM|BetRivers|Caesars|FanDuel|bet365,1325.5,1325.5,1325.5,,1350.5,1324.5,1324.5,1350.5,26,10.107423,5,0
2026,Jayden Higgins,receiving_yards,575,3,BetRivers|Caesars|bet365,,575.5,575.5,,,574.5,574.5,575.5,1,0.471405,3,0
2026,Jayden Reed,receiving_yards,642,3,BetRivers|Caesars|bet365,,650.5,625.5,,,649.5,625.5,650.5,25,11.556624,3,0
2026,Jaylen Waddle,receiving_yards,885.5,5,BetMGM|BetRivers|Caesars|FanDuel|bet365,887.110014,865.125501,900.5,,900.5,874.5,865.125501,900.5,35.374499,14.062015,5,0
2026,Jerry Jeudy,receiving_yards,619,3,BetRivers|Caesars|bet365,,607.615805,625.5,,,624.5,607.615805,625.5,17.884195,8.205151,3,0
2026,Jordan Addison,receiving_yards,656,3,BetRivers|Caesars|bet365,,642.791705,650.5,,,674.5,642.791705,674.5,31.708295,13.502402,3,0
2026,Jordyn Tyson,receiving_yards,761.5,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,754.855319,741.606725,775.5,783.16256,750.5,764.229348,741.606725,783.16256,41.555835,14.33811,5,1
2026,Josh Downs,receiving_yards,787,3,BetRivers|Caesars|bet365,,775.5,800.5,,,784.770652,775.5,800.5,25,10.319116,3,0
2026,Justin Jefferson,receiving_yards,1160.5,5,BetMGM|BetRivers|Caesars|FanDuel|bet365,1150.5,1200.5,1150.5,,1150.5,1149.5,1149.5,1200.5,51,20.103731,5,0
2026,Juwan Johnson,receiving_yards,556,3,BetRivers|Caesars|bet365,,550.5,550.5,,,566.88155,550.5,566.88155,16.38155,7.722337,3,0
2026,KC Concepcion,receiving_yards,619.5,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,616.485984,625.5,600.5,649.828444,600.5,624.5,600.5,649.828444,49.328444,16.891232,5,1
2026,Kenyon Sadiq,receiving_yards,463,4,BetMGM|BetRivers|Caesars|bet365,475.5,475.5,450.5,,,449.5,449.5,475.5,26,12.754901,4,0
2026,Khalil Shakir,receiving_yards,650,4,BetRivers|Caesars|DraftKings|bet365,,650.5,650.5,649.5,,649.5,649.5,650.5,1,0.5,4,0
2026,Kyle Pitts,receiving_yards,757.5,5,BetMGM|BetRivers|Caesars|FanDuel|bet365,760.452388,775.5,775.5,,725.5,749.5,725.5,775.5,50,18.67885,5,0
2026,Ladd McConkey,receiving_yards,869,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,850.5,889.829256,875.5,849.5,900.5,849.5,849.5,900.5,51,20.69949,6,0
2026,Luther Burden III,receiving_yards,835.5,4,BetMGM|BetRivers|Caesars|DraftKings,832.351689,849.364764,825.5,835.433703,,,825.5,849.364764,23.864764,8.689681,4,0
2026,Makai Lemon,receiving_yards,645.5,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,650.5,650.5,650.5,689.26756,600.5,632.781501,600.5,689.26756,88.76756,26.385527,5,1
2026,Mark Andrews,receiving_yards,510,5,BetRivers|Caesars|DraftKings|FanDuel|bet365,,500.5,500.5,524.5,500.5,524.5,500.5,524.5,24,11.757551,5,0
2026,Marvin Harrison Jr.,receiving_yards,823,5,BetMGM|BetRivers|Caesars|FanDuel|bet365,814.553036,825.5,825.5,,825.5,824.5,814.553036,825.5,10.946964,4.296278,5,0
2026,Matthew Golden,receiving_yards,633.5,3,BetRivers|Caesars|bet365,,650.5,650.5,,,599.5,599.5,650.5,51,24.041631,3,0
2026,Michael Pittman Jr.,receiving_yards,753.5,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,770.479153,750.5,750.5,774.5,725.5,749.5,725.5,774.5,49,16.058703,6,0
2026,Michael Wilson,receiving_yards,702,3,BetRivers|Caesars|bet365,,700.5,700.5,,,705.212996,700.5,705.212996,4.712996,2.221728,3,0
2026,Mike Evans,receiving_yards,815,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,799.5,826.879395,825.5,813.566297,800.5,824.5,799.5,826.879395,27.379395,11.504654,6,0
2026,Nico Collins,receiving_yards,1073.5,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,1064.430691,1100.5,1075.5,1074.5,1050.5,1074.5,1050.5,1100.5,50,14.978105,6,0
2026,Omar Cooper Jr.,receiving_yards,530.5,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,557.800186,575.5,525.5,500.679021,500.5,524.5,500.5,575.5,75,27.749553,5,1
2026,Parker Washington,receiving_yards,750,3,BetRivers|Caesars|bet365,,750.5,750.5,,,749.5,749.5,750.5,1,0.471405,3,0
2026,Pat Freiermuth,receiving_yards,450.5,1,Caesars,,,450.5,,,,450.5,450.5,0,0,1,0
2026,Puka Nacua,receiving_yards,1337.5,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,1350.5,1325.5,1300.5,1324.5,1375.5,1349.5,1300.5,1375.5,75,23.940319,6,0
2026,Quentin Johnston,receiving_yards,642,3,BetRivers|Caesars|bet365,,650.5,625.5,,,649.5,625.5,650.5,25,11.556624,3,0
2026,Rashid Shaheed,receiving_yards,506.5,4,BetRivers|Caesars|FanDuel|bet365,,525.5,525.5,,475.5,499.5,475.5,525.5,50,20.808652,4,0
2026,Rashod Bateman,receiving_yards,450.5,1,Caesars,,,450.5,,,,450.5,450.5,0,0,1,0
2026,Ricky Pearsall,receiving_yards,675,3,BetRivers|Caesars|bet365,,675.5,675.5,,,674.5,674.5,675.5,1,0.471405,3,0
2026,Rome Odunze,receiving_yards,796,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,775.5,800.5,800.5,799.5,800.5,799.5,775.5,800.5,25,9.17878,6,0
2026,Romeo Doubs,receiving_yards,635,5,BetMGM|BetRivers|Caesars|DraftKings|bet365,608.463237,642.791705,625.5,649.5,,649.5,608.463237,649.5,41.036763,15.972141,5,0
2026,Sam LaPorta,receiving_yards,638,4,BetRivers|Caesars|FanDuel|bet365,,650.5,610.5,,650.5,640.886974,610.5,650.5,40,16.409198,4,0
2026,Saquon Barkley,receiving_yards,260,1,Caesars,,,259.896297,,,,259.896297,259.896297,0,0,1,0
2026,T.J. Hockenson,receiving_yards,500.5,1,Caesars,,,500.5,,,,500.5,500.5,0,0,1,0
2026,Tee Higgins,receiving_yards,875.5,5,BetMGM|BetRivers|Caesars|FanDuel|bet365,875.5,850.5,900.5,,875.5,874.5,850.5,900.5,50,15.816447,5,0
2026,Terry McLaurin,receiving_yards,929.5,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,950.5,925.5,925.5,949.5,900.5,924.5,900.5,950.5,50,17.023676,6,0
2026,Tetairoa McMillan,receiving_yards,939.5,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,937.773065,950.5,925.5,949.5,925.5,949.5,925.5,950.5,25,10.921784,6,0
2026,Travis Kelce,receiving_yards,667,5,BetMGM|BetRivers|Caesars|FanDuel|bet365,684.457812,650.5,650.5,,675.5,674.5,650.5,684.457812,33.957812,13.9838,5,0
2026,Tre Tucker,receiving_yards,575,3,BetRivers|Caesars|bet365,,575.5,575.5,,,574.5,574.5,575.5,1,0.471405,3,0
2026,Trey McBride,receiving_yards,985.5,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,1013.767641,1025.5,950.5,999.5,950.5,974.5,950.5,1025.5,75,29.34221,6,0
2026,Tucker Kraft,receiving_yards,647,3,BetRivers|Caesars|bet365,,650.5,640.5,,,649.5,640.5,650.5,10,4.496913,3,0
2026,Tyler Warren,receiving_yards,744,5,BetMGM|BetRivers|Caesars|FanDuel|bet365,735.120863,750.5,750.5,,750.5,734.107602,734.107602,750.5,16.392398,7.788998,5,0
2026,Wan'Dale Robinson,receiving_yards,692,3,BetRivers|Caesars|bet365,,700.5,700.5,,,674.5,674.5,700.5,26,12.256518,3,0
2026,Xavier Worthy,receiving_yards,644.5,3,BetRivers|Caesars|bet365,,658.208295,625.5,,,649.5,625.5,658.208295,32.708295,13.830991,3,0
2026,Zay Flowers,receiving_yards,979.5,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,1001.468906,975.5,975.5,974.5,975.5,974.5,974.5,1001.468906,26.968906,9.837282,6,0
2026,Alec Pierce,receptions,49.5,1,bet365,,,,,,49.5,49.5,49.5,0,0,1,0
2026,Amon-Ra St. Brown,receptions,103.5,2,Caesars|bet365,,,102.5,,,104.872515,102.5,104.872515,2.372515,1.186257,2,0
2026,CeeDee Lamb,receptions,90.5,2,Caesars|bet365,,,89.5,,,91.700121,89.5,91.700121,2.200121,1.100061,2,0
2026,DJ Moore,receptions,65.5,1,bet365,,,,,,65.5,65.5,65.5,0,0,1,0
2026,Ja'Marr Chase,receptions,104.5,2,Caesars|bet365,,,103.5,,,105.885776,103.5,105.885776,2.385776,1.192888,2,0
2026,Jaxon Smith-Njigba,receptions,99.5,2,Caesars|bet365,,,98.5,,,100.5,98.5,100.5,2,1,2,0
2026,Justin Jefferson,receptions,93,2,Caesars|bet365,,,91.5,,,94.932181,91.5,94.932181,3.432181,1.71609,2,0
2026,Kenneth Walker III,receptions,30.5,1,bet365,,,,,,30.5,30.5,30.5,0,0,1,0
2026,Michael Pittman Jr.,receptions,74.5,1,bet365,,,,,,74.5,74.5,74.5,0,0,1,0
2026,Mike Evans,receptions,70,1,bet365,,,,,,69.780513,69.780513,69.780513,0,0,1,0
2026,Puka Nacua,receptions,105,2,Caesars|bet365,,,104.5,,,105.885776,104.5,105.885776,1.385776,0.692888,2,0
2026,Romeo Doubs,receptions,56.5,1,bet365,,,,,,56.5,56.5,56.5,0,0,1,0
2026,Travis Etienne Jr.,receptions,35.5,1,bet365,,,,,,35.5,35.5,35.5,0,0,1,0
2026,Ashton Jeanty,rushing_tds,7,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,7.35676,7.5,7.5,7.292086,7.312454,7.35676,7.292086,7.5,0.207914,0.083596,6,0
2026,Bhayshul Tuten,rushing_tds,5,2,BetMGM|Caesars,5.394957,,5.202876,,,,5.202876,5.394957,0.192081,0.096041,2,0
2026,Bijan Robinson,rushing_tds,9,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,8.894615,8.839987,8.5,8.894615,9.737558,9.5,8.5,9.737558,1.237558,0.422174,6,0
2026,Blake Corum,rushing_tds,6,2,BetMGM|Caesars,5.605043,,5.5,,,,5.5,5.605043,0.105043,0.052521,2,0
2026,Breece Hall,rushing_tds,5,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,4.687963,4.958405,5.008177,4.687963,4.846324,4.711346,4.687963,5.008177,0.320214,0.130299,6,0
2026,Bucky Irving,rushing_tds,5,2,BetMGM|Caesars,4.772703,,4.550501,,,,4.550501,4.772703,0.222202,0.111101,2,0
2026,Cam Skattebo,rushing_tds,6,3,BetRivers|Caesars|bet365,,6.24001,5.809911,,,6.031635,5.809911,6.24001,0.430099,0.175615,3,0
2026,Cameron Skattebo,rushing_tds,6,1,DraftKings,,,,6.078131,,,6.078131,6.078131,0,0,1,0
2026,Chase Brown,rushing_tds,6,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,5.755339,5.832203,5.918755,5.755339,5.5,5.605043,5.5,5.918755,0.418755,0.13895,6,0
2026,Christian McCaffrey,rushing_tds,8,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,8.5,8.160013,8.040808,8.578358,7.811939,8.337661,7.811939,8.578358,0.766419,0.264863,6,0
2026,Chuba Hubbard,rushing_tds,4,2,BetMGM|Caesars,4.242125,,4.256898,,,,4.242125,4.256898,0.014774,0.007387,2,0
2026,D'Andre Swift,rushing_tds,6,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,6.801764,6.5,5.629361,7.037383,5.5,6.968365,5.5,7.037383,1.537383,0.619727,6,0
2026,David Montgomery,rushing_tds,7,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,7.5,7.200012,7.231447,7.569139,7.12739,7.5,7.12739,7.569139,0.441749,0.172722,6,0
2026,De'Von Achane,rushing_tds,5,5,BetMGM|BetRivers|Caesars|DraftKings|bet365,4.860364,4.84023,4.827165,4.687963,,4.629669,4.629669,4.860364,0.230695,0.092503,5,0
2026,Derrick Henry,rushing_tds,12,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,12.261267,12.00002,11.824718,12.153477,13.795457,12.5,11.824718,13.795457,1.970739,0.648745,6,0
2026,Drake Maye,rushing_tds,3,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,3.703522,3.440268,3.071833,3.337512,3.412479,3.433155,3.071833,3.703522,0.631689,0.185562,6,0
2026,Isiah Pacheco,rushing_tds,4,2,BetMGM|Caesars,4.242125,,4.256898,,,,4.242125,4.256898,0.014774,0.007387,2,0
2026,J.K. Dobbins,rushing_tds,5,2,BetMGM|Caesars,4.605961,,4.916079,,,,4.605961,4.916079,0.310118,0.155059,2,0
2026,Jadarian Price,rushing_tds,6,2,BetMGM|Caesars,5.605043,,6.5,,,,5.605043,6.5,0.894957,0.447479,2,0
2026,Jahmyr Gibbs,rushing_tds,12,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,12.052411,12.00002,11.172907,11.919684,11.5,11.719635,11.172907,12.052411,0.879505,0.309882,6,0
2026,Jalen Hurts,rushing_tds,8,5,BetMGM|BetRivers|Caesars|DraftKings|FanDuel,8.5,8.354937,8.040808,7.948325,8.277274,,7.948325,8.5,0.551675,0.202837,5,0
2026,James Cook,rushing_tds,10,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,10.5,10.080017,9.385242,10.20892,9.650042,9.932763,9.385242,10.5,1.114758,0.364034,6,0
2026,Javonte Williams,rushing_tds,9,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,9.5,9.120015,9.5,9.236642,9.903589,9.681437,9.120015,9.903589,0.783574,0.261082,6,0
2026,Jaxson Dart,rushing_tds,6,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,6.083921,5.593864,5.505004,6.083921,5.226753,5.5,5.226753,6.083921,0.857168,0.316473,6,0
2026,Jayden Daniels,rushing_tds,4,2,BetMGM|Caesars,4.050942,,4.0976,,,,4.050942,4.0976,0.046657,0.023329,2,0
2026,Jeremiyah Love,rushing_tds,6,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,5.954709,5.832203,5.696939,5.856966,5.945216,5.896309,5.696939,5.954709,0.25777,0.086446,6,0
2026,Jonathan Taylor,rushing_tds,11,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,10.753616,11.696261,10.671354,10.753616,11.5,11.719635,10.671354,11.719635,1.048281,0.462317,6,0
2026,Jordan Mason,rushing_tds,5,2,BetMGM|Caesars,4.757875,,4.5,,,,4.5,4.757875,0.257875,0.128938,2,0
2026,Josh Allen,rushing_tds,11,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,10.966109,10.919983,10.5,10.966109,10.5,11.067237,10.5,11.067237,0.567237,0.230441,6,0
2026,Kenneth Walker III,rushing_tds,7,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,7.35676,7.372003,7.366186,7.292086,7.12739,7.35676,7.12739,7.372003,0.244613,0.086623,6,0
2026,Kyle Monangai,rushing_tds,5,2,BetMGM|Caesars,4.67253,,4.580288,,,,4.580288,4.67253,0.092242,0.046121,2,0
2026,Kyren Williams,rushing_tds,10,4,BetMGM|Caesars|DraftKings|bet365,9.94104,,8.892699,9.94104,,9.681437,8.892699,9.94104,1.048341,0.429748,4,0
2026,Lamar Jackson,rushing_tds,4,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,3.63419,3.559732,3.374675,3.532265,3.673885,3.566845,3.374675,3.673885,0.299209,0.094498,6,0
2026,Omarion Hampton,rushing_tds,8,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,7.929792,7.799988,7.231447,8.120058,8.277274,7.905169,7.231447,8.277274,1.045828,0.328011,6,0
2026,Quinshon Judkins,rushing_tds,6,1,Caesars,,,5.505004,,,,5.505004,5.505004,0,0,1,0
2026,Rhamondre Stevenson,rushing_tds,6,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,6.083921,6.041595,5.505004,6.139636,5.733657,5.896309,5.505004,6.139636,0.634632,0.221738,6,0
2026,Rico Dowdle,rushing_tds,4,1,Caesars,,,4.022246,,,,4.022246,4.022246,0,0,1,0
2026,Saquon Barkley,rushing_tds,7,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,7.070208,7.372003,7.094831,7.848189,7.12739,7.905169,7.070208,7.905169,0.834961,0.349525,6,0
2026,Tony Pollard,rushing_tds,5,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,4.951152,5.280009,4.741229,5.244661,4.929999,5.103691,4.741229,5.280009,0.53878,0.18832,6,0
2026,Travis Etienne,rushing_tds,5,3,BetMGM|Caesars|FanDuel,4.951152,,4.741229,,5.11014,,4.741229,5.11014,0.368911,0.151085,3,0
2026,TreVeyon Henderson,rushing_tds,5,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,5.5,5.625353,5.287096,5.640467,5.226753,5.5,5.226753,5.640467,0.413714,0.156709,6,0
2026,Aaron Jones,rushing_yards,589.5,4,BetRivers|Caesars|DraftKings|bet365,,583.822547,550.5,599.5,,624.5,550.5,624.5,74,26.824464,4,0
2026,Ashton Jeanty,rushing_yards,965.5,5,BetMGM|BetRivers|Caesars|FanDuel|bet365,950.5,975.5,975.5,,975.5,949.5,949.5,975.5,26,12.496399,5,0
2026,Bhayshul Tuten,rushing_yards,709.5,5,BetMGM|BetRivers|Caesars|DraftKings|bet365,681.851903,741.606725,725.5,699.5,,699.5,681.851903,741.606725,59.754822,21.21894,5,0
2026,Bijan Robinson,rushing_yards,1155,5,BetMGM|BetRivers|Caesars|FanDuel|bet365,1150.5,1189.429439,1125.5,,1150.5,1158.924944,1125.5,1189.429439,63.929439,20.55012,5,0
2026,Blake Corum,rushing_yards,662.5,4,BetRivers|Caesars|DraftKings|bet365,,675.5,625.5,674.5,,674.5,625.5,675.5,50,21.365861,4,0
2026,Breece Hall,rushing_yards,900.5,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,876.527679,900.5,925.5,899.5,900.5,899.5,876.527679,925.5,48.972321,14.151058,6,0
2026,Bucky Irving,rushing_yards,806,2,BetMGM|Caesars,811.115439,,800.5,,,,800.5,811.115439,10.615439,5.307719,2,0
2026,Cam Skattebo,rushing_yards,817,3,BetRivers|Caesars|bet365,,825.5,800.5,,,824.5,800.5,825.5,25,11.556624,3,0
2026,Chase Brown,rushing_yards,840.5,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,825.5,860.578255,850.5,824.5,825.5,855.427135,824.5,860.578255,36.078255,15.447712,6,0
2026,Christian McCaffrey,rushing_yards,938,5,BetMGM|BetRivers|Caesars|FanDuel|bet365,950.5,950.5,925.5,,925.5,936.908671,925.5,950.5,25,11.188859,5,0
2026,Chuba Hubbard,rushing_yards,813.5,4,BetRivers|Caesars|DraftKings|bet365,,825.5,800.5,813.566297,,813.566297,800.5,825.5,25,8.843369,4,0
2026,D'Andre Swift,rushing_yards,798,5,BetRivers|Caesars|DraftKings|FanDuel|bet365,,791.014235,800.5,799.5,800.5,799.5,791.014235,800.5,9.485765,3.622021,5,0
2026,David Montgomery,rushing_yards,817.5,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,824.5,771.343344,800.5,846.449116,825.5,835.433703,771.343344,846.449116,75.105772,24.80536,6,0
2026,De'Von Achane,rushing_yards,992,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,1013.767641,1000.5,975.5,999.5,975.5,986.24562,975.5,1013.767641,38.267641,14.022487,6,0
2026,Derrick Henry,rushing_yards,1233.5,5,BetMGM|BetRivers|Caesars|FanDuel|bet365,1267.082893,1191.464666,1250.5,,1225.5,1232.930368,1191.464666,1267.082893,75.618228,25.487661,5,0
2026,Drake Maye,rushing_yards,414,5,BetMGM|BetRivers|Caesars|FanDuel|bet365,405.811035,420.45791,425.5,,400.5,418.870701,400.5,425.5,25,9.452277,5,0
2026,Isiah Pacheco,rushing_yards,500.5,1,Caesars,,,500.5,,,,500.5,500.5,0,0,1,0
2026,J.K. Dobbins,rushing_yards,675.5,4,BetRivers|Caesars|FanDuel|bet365,,675.5,675.5,,675.5,674.5,674.5,675.5,1,0.433013,4,0
2026,Jacory Croskey-Merritt,rushing_yards,559.5,5,BetMGM|BetRivers|Caesars|DraftKings|bet365,546.40951,550.5,550.5,574.5,,574.5,546.40951,574.5,28.09049,12.514976,5,0
2026,Jadarian Price,rushing_yards,755.5,5,BetMGM|BetRivers|Caesars|DraftKings|bet365,760.452388,750.5,750.5,765.557466,,749.5,749.5,765.557466,16.057466,6.503579,4,1
2026,Jahmyr Gibbs,rushing_yards,1180.5,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,1209.248632,1214.725684,1175.5,1199.5,1125.5,1158.924944,1125.5,1214.725684,89.225684,31.289875,6,0
2026,Jalen Hurts,rushing_yards,401.5,5,BetMGM|BetRivers|Caesars|FanDuel|bet365,400.5,400.5,400.5,,400.5,404.797774,400.5,404.797774,4.297774,1.719109,5,0
2026,James Cook,rushing_yards,1218,5,BetMGM|BetRivers|Caesars|FanDuel|bet365,1250.5,1235.681826,1200.5,,1200.5,1202.631043,1200.5,1250.5,50,21.05989,5,0
2026,Javonte Williams,rushing_yards,936.5,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,937.89541,950.5,880.5,949.5,950.5,949.5,880.5,950.5,70,25.389914,6,0
2026,Jaxson Dart,rushing_yards,442,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,431.14256,450.5,450.5,449.5,425.5,443.539176,425.5,450.5,25,9.941189,6,0
2026,Jayden Daniels,rushing_yards,556,3,BetRivers|Caesars|bet365,,568.68044,550.5,,,549.5,549.5,568.68044,19.18044,8.815502,3,0
2026,Jaylen Warren,rushing_yards,611.5,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,592.536763,600.5,600.5,599.5,650.5,624.5,592.536763,650.5,57.963237,20.147166,6,0
2026,Jeremiyah Love,rushing_yards,894.5,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,900.5,900.5,878.111412,950.828998,850.5,887.571721,850.5,950.828998,100.328998,30.26927,5,1
2026,Jonathan Taylor,rushing_yards,1242,5,BetMGM|BetRivers|Caesars|FanDuel|bet365,1233.917107,1250.5,1250.5,,1225.5,1249.5,1225.5,1250.5,25,10.37624,5,0
2026,Jordan Mason,rushing_yards,647,5,BetMGM|BetRivers|Caesars|DraftKings|bet365,633.794762,650.5,650.5,649.5,,649.5,633.794762,650.5,16.705238,6.497504,5,0
2026,Josh Allen,rushing_yards,500.5,5,BetMGM|BetRivers|Caesars|FanDuel|bet365,500.5,500.5,500.5,,500.5,499.5,499.5,500.5,1,0.4,5,0
2026,Justin Herbert,rushing_yards,300.5,2,BetMGM|Caesars,300.5,,300.5,,,,300.5,300.5,0,0,2,0
2026,Kenneth Walker,rushing_yards,925.5,1,FanDuel,,,,,925.5,,925.5,925.5,0,0,1,0
2026,Kenneth Walker III,rushing_yards,939,5,BetMGM|BetRivers|Caesars|DraftKings|bet365,945.174982,925.5,950.5,936.759804,,936.759804,925.5,950.5,25,8.51644,5,0
2026,Kyle Monangai,rushing_yards,633.5,4,BetMGM|BetRivers|Caesars|bet365,608.463237,650.5,650.5,,,624.5,608.463237,650.5,42.036763,17.9293,4,0
2026,Kyler Murray,rushing_yards,375.5,1,Caesars,,,375.5,,,,375.5,375.5,0,0,1,0
2026,Kyren Williams,rushing_yards,975,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,1013.767641,975.5,975.5,999.5,925.5,961.577146,925.5,1013.767641,88.267641,28.088555,6,0
2026,Lamar Jackson,rushing_yards,572,5,BetMGM|BetRivers|Caesars|FanDuel|bet365,583.131711,575.5,550.5,,575.5,574.5,550.5,583.131711,32.631711,11.106432,5,0
2026,Omarion Hampton,rushing_yards,933,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,937.773065,936.466989,925.5,949.5,925.5,924.5,924.5,949.5,25,9.051205,6,0
2026,Quinshon Judkins,rushing_yards,888.5,5,BetRivers|Caesars|DraftKings|FanDuel|bet365,,889.829256,900.5,887.571721,875.5,889.821848,875.5,900.5,25,7.96582,5,0
