season,player,market,bettable_line_nearest_half,sportsbook_count,sportsbooks,betmgm_line,betrivers_line,caesars_line,draftkings_line,fanduel_line,bet365_line,minimum_sportsbook_line,maximum_sportsbook_line,sportsbook_line_range,population_standard_deviation,paired_two_way_book_count,ladder_fit_book_count
2026,Jordan Love,passing_tds,24,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,24.032083,24.5,23.176447,24.032083,23.282808,24.032083,23.176447,24.5,1.323553,0.46494,6,0
2026,Josh Allen,passing_tds,24,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,24.5,24.5,23.622726,24.5,24.937124,24.5,23.622726,24.937124,1.314398,0.393361,6,0
2026,Justin Herbert,passing_tds,25,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,25.439331,25.064812,24.76953,25.903988,24.862344,24.967917,24.76953,25.903988,1.134458,0.391191,6,0
2026,Kyler Murray,passing_tds,18,2,Caesars|bet365,,,17.812232,,,18.445395,17.812232,18.445395,0.633163,0.316582,2,0
2026,Lamar Jackson,passing_tds,24,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,25.250119,24.5,22.23047,24.967917,22.687082,24.967917,22.23047,25.250119,3.019649,1.188894,6,0
2026,Malik Willis,passing_tds,14,5,BetMGM|BetRivers|Caesars|DraftKings|bet365,13.944069,14.132406,13.980797,14.22307,,14.66265,13.944069,14.66265,0.718581,0.2577,5,0
2026,Matthew Stafford,passing_tds,30,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,30.5,30.679953,28.852312,29.917491,29.5,29.917491,28.852312,30.679953,1.827641,0.609154,6,0
2026,Sam Darnold,passing_tds,23,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,23.948818,23.5,21.284492,23.5,22.332489,23.5,21.284492,23.948818,2.664326,0.91634,6,0
2026,Trevor Lawrence,passing_tds,25,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,25.012984,25.064812,23.176447,25.5,24.233126,25.5,23.176447,25.5,2.323553,0.82021,6,0
2026,Tyler Shough,passing_tds,20,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,21.285971,19.873011,18.801762,21.285971,20.61023,20.55344,18.801762,21.285971,2.484209,0.863104,6,0
2026,Aaron Rodgers,passing_yards,3121.5,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,3131.707736,3187.832793,3050.5,3107.734449,3050.5,3199.5,3050.5,3199.5,149,58.962527,6,0
2026,Baker Mayfield,passing_yards,3504.5,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,3455.981702,3550.5,3550.5,3503.677267,3500.5,3464.482145,3455.981702,3550.5,94.518298,36.977072,6,0
2026,Bo Nix,passing_yards,3488.5,5,BetMGM|BetRivers|Caesars|DraftKings|bet365,3475.5,3491.387733,3475.5,3499.5,,3499.5,3475.5,3499.5,24,10.845198,5,0
2026,Brock Purdy,passing_yards,3779,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,3773.345938,3750.5,3775.5,3799.5,3775.5,3799.5,3750.5,3799.5,49,16.878065,6,0
2026,Bryce Young,passing_yards,3082,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,3106.042208,3137.240303,3100.5,3074.5,3000.5,3074.5,3000.5,3137.240303,136.740303,42.28129,6,0
2026,C.J. Stroud,passing_yards,3616,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,3645.018298,3600.5,3650.5,3599.5,3550.5,3649.5,3550.5,3650.5,100,36.417196,6,0
2026,Caleb Williams,passing_yards,3637.5,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,3600.5,3751.883916,3625.5,3672.564531,3575.5,3599.5,3575.5,3751.883916,176.383916,59.321396,6,0
2026,Cam Ward,passing_yards,3287.5,5,BetMGM|BetRivers|Caesars|FanDuel|bet365,3285.700904,3300.5,3300.5,,3250.5,3299.5,3250.5,3300.5,50,19.256734,5,0
2026,Cameron Ward,passing_yards,3299.5,1,DraftKings,,,,3299.5,,,3299.5,3299.5,0,0,1,0
2026,Dak Prescott,passing_yards,4017.5,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,4078.882196,4000.5,3975.5,3999.5,4050.5,3999.5,3975.5,4078.882196,103.382196,35.491103,6,0
2026,Drake Maye,passing_yards,3837.5,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,3899.731431,3798.884635,3775.5,3900.646957,3850.5,3799.5,3775.5,3900.646957,125.146957,49.679684,6,0
2026,Fernando Mendoza,passing_yards,2347,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,2400.5,2298.476901,2296.690942,2367.680206,2350.5,2367.680206,2296.690942,2400.5,103.809058,37.893045,6,0
2026,Geno Smith,passing_yards,2574.5,1,bet365,,,,,,2574.5,2574.5,2574.5,0,0,1,0
2026,Jalen Hurts,passing_yards,3226.5,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,3234.369848,3250.5,3225.5,3249.5,3150.5,3249.5,3150.5,3250.5,100,35.29119,6,0
2026,Jared Goff,passing_yards,4048,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,4050.5,4047.905123,4050.5,3990.366706,4050.5,4099.5,3990.366706,4099.5,109.133294,31.602574,6,0
2026,Jaxson Dart,passing_yards,3147,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,3141.615762,3238.425283,3150.5,3150.5,3050.5,3149.5,3050.5,3238.425283,187.925283,54.360554,6,0
2026,Jayden Daniels,passing_yards,3279,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,3250.5,3350.5,3350.5,3249.5,3200.5,3271.984178,3200.5,3350.5,150,54.952142,6,0
2026,Joe Burrow,passing_yards,3987,5,BetMGM|BetRivers|Caesars|DraftKings|bet365,4000.5,4060.215699,3875.5,3999.5,,3999.5,3875.5,4060.215699,184.715699,60.477317,5,0
2026,Jordan Love,passing_yards,3541,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,3619.352769,3500.5,3500.5,3549.5,3525.5,3549.5,3500.5,3619.352769,118.852769,40.423152,6,0
2026,Josh Allen,passing_yards,3637,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,3696.349354,3600.5,3675.5,3647.233006,3600.5,3600.5,3600.5,3696.349354,95.849354,38.956654,6,0
2026,Justin Herbert,passing_yards,3640.5,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,3600.5,3693.757693,3600.5,3698.909317,3650.5,3599.5,3599.5,3698.909317,99.409317,43.260752,6,0
2026,Kyler Murray,passing_yards,2950.5,2,Caesars|bet365,,,3000.5,,,2900.5,2900.5,3000.5,100,50,2,0
2026,Lamar Jackson,passing_yards,3248,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,3311.366433,3250.5,3225.5,3249.5,3200.5,3249.5,3200.5,3311.366433,110.866433,33.636143,6,0
2026,Malik Willis,passing_yards,2965,5,BetMGM|BetRivers|Caesars|DraftKings|bet365,3010.047289,2964.944676,2975.5,2949.5,,2925.970179,2925.970179,3010.047289,84.07711,27.938873,5,0
2026,Matthew Stafford,passing_yards,3937.5,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,3947.449329,3903.687367,3850.5,3999.5,3925.5,3999.5,3850.5,3999.5,149,52.667302,6,0
2026,Sam Darnold,passing_yards,3704.5,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,3700.5,3750.5,3675.5,3699.5,3700.5,3699.777843,3675.5,3750.5,75,22.495229,6,0
2026,Trevor Lawrence,passing_yards,3767.5,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,3873.736688,3706.057327,3775.5,3724.446317,3750.5,3774.5,3706.057327,3873.736688,167.679361,53.723124,6,0
2026,Tyler Shough,passing_yards,3628.5,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,3677.042166,3592.572713,3600.5,3649.5,3600.5,3649.5,3592.572713,3677.042166,84.469452,31.876825,6,0
2026,A.J. Brown,receiving_tds,7,4,BetMGM|BetRivers|Caesars|bet365,6.62777,6.89042,6.384028,,,6.703744,6.384028,6.89042,0.506392,0.181602,4,0
2026,Alec Pierce,receiving_tds,5,2,BetMGM|bet365,5.28913,,,,,5.5,5.28913,5.5,0.21087,0.105435,2,0
2026,Amon-Ra St. Brown,receiving_tds,10,4,BetMGM|BetRivers|Caesars|bet365,9.5,9.5,9.5,,,9.5,9.5,9.5,0,0,4,0
2026,Bijan Robinson,receiving_tds,3,4,BetMGM|BetRivers|Caesars|bet365,3.21064,3.288598,3.128414,,,3.310921,3.128414,3.310921,0.182507,0.071747,4,0
2026,Brian Thomas Jr.,receiving_tds,4,4,BetMGM|BetRivers|Caesars|bet365,4.242125,4.576798,4.0976,,,4.256898,4.0976,4.576798,0.479198,0.175081,4,0
2026,Brock Bowers,receiving_tds,7,4,BetMGM|BetRivers|Caesars|bet365,6.75157,6.761462,6.465312,,,6.313185,6.313185,6.761462,0.448277,0.19138,4,0
2026,Calvin Ridley,receiving_tds,3,3,BetMGM|Caesars|bet365,3.150733,,3.128414,,,3.187022,3.128414,3.187022,0.058608,0.024152,3,0
2026,Carnell Tate,receiving_tds,4,4,BetMGM|BetRivers|Caesars|bet365,4.160155,4.228198,3.879187,,,3.949499,3.879187,4.228198,0.34901,0.14413,4,0
2026,CeeDee Lamb,receiving_tds,8,4,BetMGM|BetRivers|Caesars|bet365,7.5,7.799988,7.905169,,,7.35676,7.35676,7.905169,0.548409,0.22121,4,0
2026,Chris Godwin,receiving_tds,5,4,BetMGM|BetRivers|Caesars|bet365,4.772703,4.679993,4.5,,,4.743102,4.5,4.772703,0.272703,0.105865,4,0
2026,Chris Olave,receiving_tds,6,5,BetMGM|BetRivers|Caesars|DraftKings|bet365,5.954709,5.593864,5.40187,5.65247,,5.605043,5.40187,5.954709,0.552839,0.178461,5,0
2026,Christian McCaffrey,receiving_tds,4,4,BetMGM|BetRivers|Caesars|bet365,4.127965,4.056877,4.022246,,,4.022246,4.022246,4.127965,0.105719,0.04316,4,0
2026,Christian Watson,receiving_tds,6,5,BetMGM|BetRivers|Caesars|DraftKings|bet365,5.640467,5.985275,6.148853,5.809911,,5.809911,5.640467,6.148853,0.508386,0.173528,5,0
2026,Colston Loveland,receiving_tds,6,5,BetMGM|BetRivers|Caesars|DraftKings|bet365,5.605043,5.892175,5.40187,5.856966,,5.394957,5.394957,5.892175,0.497217,0.213617,5,0
2026,Courtland Sutton,receiving_tds,7,5,BetMGM|BetRivers|Caesars|DraftKings|bet365,6.135653,7.140066,7.081245,6.801764,,6.851147,6.135653,7.140066,1.004414,0.357408,5,0
2026,DJ Moore,receiving_tds,6,4,BetRivers|Caesars|DraftKings|bet365,,5.625353,5.60327,5.809911,,5.809911,5.60327,5.809911,0.206641,0.098111,4,0
2026,DK Metcalf,receiving_tds,5,5,BetMGM|BetRivers|Caesars|DraftKings|bet365,5.744067,5.406136,5.202876,5.34753,,5.567954,5.202876,5.744067,0.541191,0.186448,5,0
2026,Dallas Goedert,receiving_tds,5,4,BetMGM|BetRivers|Caesars|bet365,4.757875,4.865748,4.580288,,,4.743102,4.580288,4.865748,0.28546,0.101989,4,0
2026,Dalton Kincaid,receiving_tds,4,5,BetMGM|BetRivers|Caesars|DraftKings|bet365,3.566845,3.970964,3.928167,4.119483,,4.053847,3.566845,4.119483,0.552638,0.19224,5,0
2026,Davante Adams,receiving_tds,9,4,BetMGM|BetRivers|Caesars|bet365,9.5,9.120015,8.986786,,,8.815466,8.815466,9.5,0.684534,0.252019,4,0
2026,DeVonta Smith,receiving_tds,5,4,BetMGM|BetRivers|Caesars|bet365,5.28913,5.5,5.202876,,,5.5,5.202876,5.5,0.297124,0.130609,4,0
2026,Drake London,receiving_tds,7,4,BetMGM|BetRivers|Caesars|bet365,6.62777,6.89042,6.703744,,,6.829333,6.62777,6.89042,0.262651,0.102998,4,0
2026,Emeka Egbuka,receiving_tds,6,4,BetMGM|BetRivers|Caesars|bet365,5.962617,6.107397,5.809911,,,6.375859,5.809911,6.375859,0.565947,0.208554,4,0
2026,Garrett Wilson,receiving_tds,5,5,BetMGM|BetRivers|Caesars|DraftKings|bet365,4.585944,4.679993,4.5,4.624748,,4.585944,4.5,4.679993,0.179993,0.058817,5,0
2026,George Kittle,receiving_tds,6,1,bet365,,,,,,5.797124,5.797124,5.797124,0,0,1,0
2026,George Pickens,receiving_tds,7,5,BetMGM|BetRivers|Caesars|DraftKings|bet365,6.508231,6.761462,6.465312,6.921869,,6.851147,6.465312,6.921869,0.456557,0.183134,5,0
2026,Hunter Henry,receiving_tds,4,2,BetMGM|Caesars,3.835606,,3.949499,,,,3.835606,3.949499,0.113893,0.056946,2,0
2026,Isaiah Likely,receiving_tds,3,2,BetMGM|Caesars,3.29943,,3.187022,,,,3.187022,3.29943,0.112408,0.056204,2,0
2026,Ja'Marr Chase,receiving_tds,10,4,BetMGM|BetRivers|Caesars|bet365,9.86423,9.466047,10.508591,,,9.561066,9.466047,10.508591,1.042544,0.407691,4,0
2026,Jahmyr Gibbs,receiving_tds,3,5,BetMGM|BetRivers|Caesars|DraftKings|bet365,3.5,3.360006,3.310921,3.462222,,3.377617,3.310921,3.5,0.189079,0.069114,5,0
2026,Jake Ferguson,receiving_tds,5,3,BetMGM|Caesars|bet365,4.414056,,4.5,,,4.977754,4.414056,4.977754,0.563698,0.247967,3,0
2026,Jake Ferguson 2026/2027 Markets,receiving_tds,5,1,BetRivers,,4.576798,,,,,4.576798,4.576798,0,0,1,0
2026,Jakobi Meyers,receiving_tds,5,2,BetMGM|Caesars,4.951152,,4.741229,,,,4.741229,4.951152,0.209923,0.104961,2,0
2026,Jameson Williams,receiving_tds,5,5,BetMGM|BetRivers|Caesars|DraftKings|bet365,5.605043,5.593864,5.5,5.34753,,5.394957,5.34753,5.605043,0.257513,0.103381,5,0
2026,Jaxon Smith-Njigba,receiving_tds,8,4,BetMGM|BetRivers|Caesars|bet365,8.012902,7.986596,8.040808,,,7.73991,7.73991,8.040808,0.300898,0.119981,4,0
2026,Jaylen Waddle,receiving_tds,5,4,BetMGM|BetRivers|Caesars|bet365,5.5,5.406136,5.202876,,,5.394957,5.202876,5.5,0.297124,0.107953,4,0
2026,Jordan Addison,receiving_tds,4,2,BetMGM|Caesars,4.362223,,4.5,,,,4.362223,4.5,0.137777,0.068888,2,0
2026,Jordyn Tyson,receiving_tds,5,3,BetMGM|Caesars|bet365,4.242125,,4.256898,,,5.5,4.242125,5.5,1.257875,0.589517,3,0
2026,Justin Jefferson,receiving_tds,7,4,BetMGM|BetRivers|Caesars|bet365,7.21245,7.046996,7.094831,,,6.968365,6.968365,7.21245,0.244084,0.088477,4,0
2026,Kenyon Sadiq,receiving_tds,3,2,BetMGM|Caesars,3.21064,,3.128414,,,,3.128414,3.21064,0.082226,0.041113,2,0
2026,Kyle Pitts,receiving_tds,4,4,BetMGM|BetRivers|Caesars|bet365,3.433155,4.5,4.256898,,,4.585944,3.433155,4.585944,1.152789,0.455549,4,0
2026,Ladd McConkey,receiving_tds,6,5,BetMGM|BetRivers|Caesars|DraftKings|bet365,5.605043,6.15977,5.202876,5.755339,,5.797124,5.202876,6.15977,0.956894,0.309823,5,0
2026,Luther Burden III,receiving_tds,4,3,BetMGM|BetRivers|Caesars,4.32747,4.679993,4.256898,,,,4.256898,4.679993,0.423094,0.185071,3,0
2026,Mark Andrews,receiving_tds,6,5,BetMGM|BetRivers|Caesars|DraftKings|bet365,5.394957,5.406136,5.5,6.198236,,6.148853,5.394957,6.198236,0.803278,0.364616,5,0
2026,Marvin Harrison Jr.,receiving_tds,5,4,BetMGM|BetRivers|Caesars|bet365,4.585944,4.84023,4.916079,,,4.741229,4.585944,4.916079,0.330135,0.123463,4,0
2026,Michael Pittman Jr.,receiving_tds,4,4,BetMGM|BetRivers|Caesars|DraftKings,3.566845,3.960188,3.879187,4.127965,,,3.566845,4.127965,0.56112,0.203674,4,0
2026,Mike Evans,receiving_tds,6,4,BetMGM|BetRivers|Caesars|DraftKings,6.624141,6.75999,5.918755,6.319808,,,5.918755,6.75999,0.841235,0.32316,4,0
2026,Nico Collins,receiving_tds,6,4,BetMGM|BetRivers|Caesars|DraftKings,5.962617,6.38907,5.809911,6.319808,,,5.809911,6.38907,0.579158,0.241478,4,0
2026,Omar Cooper Jr.,receiving_tds,3,2,BetMGM|Caesars,3.150733,,2.998129,,,,2.998129,3.150733,0.152604,0.076302,2,0
2026,Parker Washington,receiving_tds,4,2,BetMGM|Caesars,4.414056,,4.175747,,,,4.175747,4.414056,0.238309,0.119154,2,0
2026,Puka Nacua,receiving_tds,8,4,BetMGM|BetRivers|Caesars|DraftKings,8.012902,7.809143,7.460165,8.296256,,,7.460165,8.296256,0.836091,0.304696,4,0
2026,Quentin Johnston,receiving_tds,5,2,BetMGM|Caesars,5.394957,,5.202876,,,,5.202876,5.394957,0.192081,0.096041,2,0
2026,Rashid Shaheed,receiving_tds,3,2,BetMGM|Caesars,3.150733,,2.946153,,,,2.946153,3.150733,0.20458,0.10229,2,0
2026,Rome Odunze,receiving_tds,6,4,BetMGM|BetRivers|Caesars|DraftKings,7.070208,6.38907,6.5,5.954709,,,5.954709,7.070208,1.115499,0.397786,4,0
2026,Romeo Doubs,receiving_tds,5,3,BetMGM|Caesars|DraftKings,4.414056,,4.5,4.977754,,,4.414056,4.977754,0.563698,0.247967,3,0
2026,Sam LaPorta,receiving_tds,5,3,BetMGM|BetRivers|Caesars,4.757875,4.576798,4.580288,,,,4.576798,4.757875,0.181077,0.08455,3,0
2026,Tee Higgins,receiving_tds,8,3,BetMGM|BetRivers|Caesars,7.270372,8.10958,7.905169,,,,7.270372,8.10958,0.839208,0.357308,3,0
2026,Terry McLaurin,receiving_tds,5,4,BetMGM|BetRivers|Caesars|DraftKings,5.045291,5.280009,5.59813,5.244661,,,5.045291,5.59813,0.552839,0.198094,4,0
2026,Tetairoa McMillan,receiving_tds,6,4,BetMGM|BetRivers|Caesars|DraftKings,6.375859,6.61093,6.148853,6.440079,,,6.148853,6.61093,0.462077,0.165536,4,0
2026,Travis Kelce,receiving_tds,4,3,BetMGM|BetRivers|Caesars,4.5,4.320007,4.0976,,,,4.0976,4.5,0.4024,0.164583,3,0
2026,Trey McBride,receiving_tds,6,4,BetMGM|BetRivers|Caesars|DraftKings,6.127513,6.24001,5.809911,6.198236,,,5.809911,6.24001,0.430099,0.168829,4,0
2026,Tucker Kraft,receiving_tds,5,2,BetMGM|Caesars,4.5,,4.580288,,,,4.5,4.580288,0.080288,0.040144,2,0
2026,Tyler Warren,receiving_tds,5,4,BetMGM|BetRivers|Caesars|DraftKings,4.362223,4.679993,3.949499,5.045291,,,3.949499,5.045291,1.095792,0.403556,4,0
2026,Xavier Worthy,receiving_tds,4,2,BetMGM|Caesars,3.681392,,3.879187,,,,3.681392,3.879187,0.197796,0.098898,2,0
2026,Zay Flowers,receiving_tds,5,4,BetMGM|BetRivers|Caesars|DraftKings,5.28913,5.167797,5.202876,5.202876,,,5.167797,5.28913,0.121333,0.044765,4,0
2026,A.J. Brown,receiving_yards,1108.5,5,BetMGM|BetRivers|Caesars|FanDuel|bet365,1104.131018,1087.459296,1125.5,,1100.5,1124.5,1087.459296,1125.5,38.040704,14.633972,5,0
2026,Adonai Mitchell,receiving_yards,524.5,1,bet365,,,,,,524.5,524.5,524.5,0,0,1,0
2026,Amon-Ra St. Brown,receiving_yards,1235.5,5,BetMGM|BetRivers|Caesars|FanDuel|bet365,1250.5,1250.5,1200.5,,1225.5,1249.5,1200.5,1250.5,50,19.853463,5,0
2026,Ashton Jeanty,receiving_yards,350.5,1,Caesars,,,350.5,,,,350.5,350.5,0,0,1,0
2026,Bijan Robinson,receiving_yards,573,3,BetRivers|Caesars|bet365,,568.68044,575.5,,,574.5,568.68044,575.5,6.81956,3.006912,3,0
2026,Breece Hall,receiving_yards,325.5,1,Caesars,,,325.5,,,,325.5,325.5,0,0,1,0
2026,Brenton Strange,receiving_yards,490.5,1,Caesars,,,490.5,,,,490.5,490.5,0,0,1,0
2026,Brian Thomas Jr.,receiving_yards,711.5,3,BetRivers|Caesars|bet365,,700.5,700.5,,,734.107602,700.5,734.107602,33.607602,15.842775,3,0
2026,Brock Bowers,receiving_yards,897.5,5,BetMGM|BetRivers|Caesars|FanDuel|bet365,900.5,885.874499,900.5,,900.5,899.5,885.874499,900.5,14.625501,5.763228,5,0
2026,Cade Otton,receiving_yards,425.5,1,Caesars,,,425.5,,,,425.5,425.5,0,0,1,0
2026,Calvin Ridley,receiving_yards,612.5,2,Caesars|bet365,,,600.5,,,624.5,600.5,624.5,24,12,2,0
2026,Cam Skattebo,receiving_yards,275.5,1,Caesars,,,275.5,,,,275.5,275.5,0,0,1,0
2026,Carnell Tate,receiving_yards,785,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,775.5,789.716549,800.5,795.573458,775.5,774.5,774.5,800.5,26,10.525893,5,1
2026,CeeDee Lamb,receiving_yards,1185.5,5,BetMGM|BetRivers|Caesars|FanDuel|bet365,1175.5,1175.5,1175.5,,1200.5,1199.5,1175.5,1200.5,25,12.006665,5,0
2026,Chigoziem Okonkwo,receiving_yards,475.5,1,Caesars,,,475.5,,,,475.5,475.5,0,0,1,0
2026,Chris Godwin,receiving_yards,675,3,BetRivers|Caesars|bet365,,675.5,650.5,,,699.5,650.5,699.5,49,20.005555,3,0
2026,Chris Olave,receiving_yards,1021,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,1025.5,1000.5,1000.5,1024.5,1050.5,1024.5,1000.5,1050.5,50,17.105067,6,0
2026,Christian McCaffrey,receiving_yards,564.5,4,BetRivers|Caesars|FanDuel|bet365,,557.023315,575.5,,550.5,574.5,550.5,575.5,25,10.872488,4,0
2026,Christian Watson,receiving_yards,770.5,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,785.783913,771.343344,750.5,788.897822,750.5,774.5,750.5,788.897822,38.397822,15.211983,6,0
2026,Colston Loveland,receiving_yards,789.5,5,BetMGM|BetRivers|Caesars|FanDuel|bet365,785.783913,809.985765,775.5,,775.5,799.5,775.5,809.985765,34.485765,13.602743,5,0
2026,Courtland Sutton,receiving_yards,778,5,BetRivers|Caesars|DraftKings|FanDuel|bet365,,791.014235,750.5,774.5,775.5,799.5,750.5,799.5,49,16.770001,5,0
2026,DJ Moore,receiving_yards,829.5,5,BetMGM|BetRivers|Caesars|DraftKings|bet365,825.5,800.5,850.5,835.433703,,835.433703,800.5,850.5,50,16.543362,5,0
2026,DK Metcalf,receiving_yards,825,4,BetRivers|Caesars|DraftKings|bet365,,825.5,825.5,824.5,,824.5,824.5,825.5,1,0.5,4,0
2026,Dallas Goedert,receiving_yards,575,3,BetRivers|Caesars|bet365,,575.5,575.5,,,574.5,574.5,575.5,1,0.471405,3,0
2026,Dalton Kincaid,receiving_yards,546.5,4,BetRivers|Caesars|DraftKings|bet365,,550.5,535.5,549.5,,549.5,535.5,550.5,15,6.219928,4,0
2026,Dalton Schultz,receiving_yards,500.5,1,Caesars,,,500.5,,,,500.5,500.5,0,0,1,0
2026,Davante Adams,receiving_yards,790.5,5,BetMGM|BetRivers|Caesars|FanDuel|bet365,785.783913,791.014235,800.5,,800.5,774.5,774.5,800.5,26,9.782615,5,0
2026,De'Von Achane,receiving_yards,400.5,1,Caesars,,,400.5,,,,400.5,400.5,0,0,1,0
2026,DeVonta Smith,receiving_yards,1025.5,4,BetMGM|BetRivers|Caesars|bet365,1027.134434,1025.5,1000.5,,,1049.5,1000.5,1049.5,49,17.346259,4,0
2026,Denzel Boston,receiving_yards,492.5,4,BetRivers|Caesars|DraftKings|bet365,,488.705876,500.5,500.679021,,480.792349,480.792349,500.679021,19.886672,8.400092,3,1
