sportsbook,jurisdiction,season,player,source_player,market,line,side,american_odds,decimal_odds,retrieved_at_ct,market_id,selection_id,source_url,source_line,source_american_odds,source_decimal_odds,source_market_id,source_selection_id,source_lines_used,source_odds_used,no_vig_probability_at_source_line,source_overround,logit_probability_at_source_line,logistic_scale,scale_ratio,line_adjustment,normalization_method
BetRivers,IL,2026,Jaylen Waddle,Jaylen Waddle,receiving_yards,865.125501,Over,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://il.betrivers.com/api/service/sportsbook/offering/listview/filtered/events?cageCode=847,875.5,-106,1.95,2645452813,4181468015,875.5,Over -106|Under -115,0.490318417,1.049446828,-0.038731175,267.859147451,0.305949911424,-10.374499492,paired_two_way_proportional_devig_logistic
BetRivers,IL,2026,Jaylen Waddle,Jaylen Waddle,receiving_yards,865.125501,Under,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://il.betrivers.com/api/service/sportsbook/offering/listview/filtered/events?cageCode=847,875.5,-115,1.87,2645452813,4181468016,875.5,Over -106|Under -115,0.509681583,1.049446828,0.038731175,267.859147451,0.305949911424,-10.374499492,paired_two_way_proportional_devig_logistic
Caesars,IL,2026,Jaylen Waddle,Jaylen Waddle,receiving_yards,900.5,Over,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://api.americanwagering.com/regions/us/locations/il/brands/czr/sb/v4/sports/americanfootball/tabs/FUTURE_BETS%7CPlayer%20Futures/secondary/_7cPlayer_7c_20_7cTotal_20Regular_20Season_20Receiving_20Yards_7c,900.5,-115,1.86957,27a36083-9ecf-313a-b305-92abb5ac8d17,7369cc9c-229c-3309-8f7d-d65d13977f05,900.5,Over -115|Under -115,0.5,1.069767442,0,275.507895237,0.305949911424,0,paired_two_way_proportional_devig_logistic
Caesars,IL,2026,Jaylen Waddle,Jaylen Waddle,receiving_yards,900.5,Under,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://api.americanwagering.com/regions/us/locations/il/brands/czr/sb/v4/sports/americanfootball/tabs/FUTURE_BETS%7CPlayer%20Futures/secondary/_7cPlayer_7c_20_7cTotal_20Regular_20Season_20Receiving_20Yards_7c,900.5,-115,1.86957,27a36083-9ecf-313a-b305-92abb5ac8d17,925afb09-b27e-3e91-b44b-238d3207f6fd,900.5,Over -115|Under -115,0.5,1.069767442,0,275.507895237,0.305949911424,0,paired_two_way_proportional_devig_logistic
FanDuel,IL,2026,Jaylen Waddle,Jaylen Waddle,receiving_yards,900.5,Over,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://sbapi.il.sportsbook.fanduel.com/api/content-managed-page?page=CUSTOM&customPageId=nfl&pbHorizontal=false&_ak=FhMFpcPWXMeyZxOx,900.5,-114,1.87719298245614,717.168964317,100731554,900.5,Over -114|Under -114,0.5,1.065420561,0,275.507895237,0.305949911424,0,paired_two_way_proportional_devig_logistic
FanDuel,IL,2026,Jaylen Waddle,Jaylen Waddle,receiving_yards,900.5,Under,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://sbapi.il.sportsbook.fanduel.com/api/content-managed-page?page=CUSTOM&customPageId=nfl&pbHorizontal=false&_ak=FhMFpcPWXMeyZxOx,900.5,-114,1.87719298245614,717.168964317,100731553,900.5,Over -114|Under -114,0.5,1.065420561,0,275.507895237,0.305949911424,0,paired_two_way_proportional_devig_logistic
bet365,IL,2026,Jaylen Waddle,Jaylen Waddle,receiving_yards,874.5,Over,-110,1.90909090909091,2026-07-21T18:39:27-05:00,,,https://www.bet365.com/,874.5,-110,1.9090909090909092,,,874.5,Over -110|Under -110,0.5,1.047619048,0,267.55319754,0.305949911424,0,paired_two_way_proportional_devig_logistic
bet365,IL,2026,Jaylen Waddle,Jaylen Waddle,receiving_yards,874.5,Under,-110,1.90909090909091,2026-07-21T18:39:27-05:00,,,https://www.bet365.com/,874.5,-110,1.9090909090909092,,,874.5,Over -110|Under -110,0.5,1.047619048,0,267.55319754,0.305949911424,0,paired_two_way_proportional_devig_logistic
BetRivers,IL,2026,Jerry Jeudy,Jerry Jeudy,receiving_yards,607.615805,Over,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://il.betrivers.com/api/service/sportsbook/offering/listview/filtered/events?cageCode=847,600.5,-115,1.87,2661085518,4233537341,600.5,Over -115|Under -106,0.509681583,1.049446828,0.038731175,183.72292181,0.305949911424,7.11580462,paired_two_way_proportional_devig_logistic
BetRivers,IL,2026,Jerry Jeudy,Jerry Jeudy,receiving_yards,607.615805,Under,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://il.betrivers.com/api/service/sportsbook/offering/listview/filtered/events?cageCode=847,600.5,-106,1.95,2661085518,4233537345,600.5,Over -115|Under -106,0.490318417,1.049446828,-0.038731175,183.72292181,0.305949911424,7.11580462,paired_two_way_proportional_devig_logistic
Caesars,IL,2026,Jerry Jeudy,Jerry Jeudy,receiving_yards,625.5,Over,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://api.americanwagering.com/regions/us/locations/il/brands/czr/sb/v4/sports/americanfootball/tabs/FUTURE_BETS%7CPlayer%20Futures/secondary/_7cPlayer_7c_20_7cTotal_20Regular_20Season_20Receiving_20Yards_7c,625.5,-115,1.86957,269d5a01-6827-3106-bac5-422f2db42b7f,7a54a30d-ba5f-398a-8142-dfd3f3e40f5f,625.5,Over -115|Under -115,0.5,1.069767442,0,191.371669595,0.305949911424,0,paired_two_way_proportional_devig_logistic
Caesars,IL,2026,Jerry Jeudy,Jerry Jeudy,receiving_yards,625.5,Under,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://api.americanwagering.com/regions/us/locations/il/brands/czr/sb/v4/sports/americanfootball/tabs/FUTURE_BETS%7CPlayer%20Futures/secondary/_7cPlayer_7c_20_7cTotal_20Regular_20Season_20Receiving_20Yards_7c,625.5,-115,1.86957,269d5a01-6827-3106-bac5-422f2db42b7f,64a57a1b-b235-319d-ade5-c637856fe0f6,625.5,Over -115|Under -115,0.5,1.069767442,0,191.371669595,0.305949911424,0,paired_two_way_proportional_devig_logistic
bet365,IL,2026,Jerry Jeudy,Jerry Jeudy,receiving_yards,624.5,Over,-110,1.90909090909091,2026-07-21T18:39:27-05:00,,,https://www.bet365.com/,624.5,-110,1.9090909090909092,,,624.5,Over -110|Under -110,0.5,1.047619048,0,191.065719684,0.305949911424,0,paired_two_way_proportional_devig_logistic
bet365,IL,2026,Jerry Jeudy,Jerry Jeudy,receiving_yards,624.5,Under,-110,1.90909090909091,2026-07-21T18:39:27-05:00,,,https://www.bet365.com/,624.5,-110,1.9090909090909092,,,624.5,Over -110|Under -110,0.5,1.047619048,0,191.065719684,0.305949911424,0,paired_two_way_proportional_devig_logistic
BetRivers,IL,2026,Jordan Addison,Jordan Addison,receiving_yards,642.791705,Over,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://il.betrivers.com/api/service/sportsbook/offering/listview/filtered/events?cageCode=847,650.5,-106,1.95,2655501869,4214858711,650.5,Over -106|Under -115,0.490318417,1.049446828,-0.038731175,199.020417381,0.305949911424,-7.708294597,paired_two_way_proportional_devig_logistic
BetRivers,IL,2026,Jordan Addison,Jordan Addison,receiving_yards,642.791705,Under,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://il.betrivers.com/api/service/sportsbook/offering/listview/filtered/events?cageCode=847,650.5,-115,1.87,2655501869,4214858715,650.5,Over -106|Under -115,0.509681583,1.049446828,0.038731175,199.020417381,0.305949911424,-7.708294597,paired_two_way_proportional_devig_logistic
Caesars,IL,2026,Jordan Addison,Jordan Addison,receiving_yards,650.5,Over,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://api.americanwagering.com/regions/us/locations/il/brands/czr/sb/v4/sports/americanfootball/tabs/FUTURE_BETS%7CPlayer%20Futures/secondary/_7cPlayer_7c_20_7cTotal_20Regular_20Season_20Receiving_20Yards_7c,650.5,-115,1.86957,dd047e05-57c0-397d-aa5e-78dead8a8e6f,c3e28b0c-1bdd-3c67-ba63-8097cc1158f2,650.5,Over -115|Under -115,0.5,1.069767442,0,199.020417381,0.305949911424,0,paired_two_way_proportional_devig_logistic
Caesars,IL,2026,Jordan Addison,Jordan Addison,receiving_yards,650.5,Under,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://api.americanwagering.com/regions/us/locations/il/brands/czr/sb/v4/sports/americanfootball/tabs/FUTURE_BETS%7CPlayer%20Futures/secondary/_7cPlayer_7c_20_7cTotal_20Regular_20Season_20Receiving_20Yards_7c,650.5,-115,1.86957,dd047e05-57c0-397d-aa5e-78dead8a8e6f,4443d5c2-9692-3155-b235-b1487ef45d2b,650.5,Over -115|Under -115,0.5,1.069767442,0,199.020417381,0.305949911424,0,paired_two_way_proportional_devig_logistic
bet365,IL,2026,Jordan Addison,Jordan Addison,receiving_yards,674.5,Over,-110,1.90909090909091,2026-07-21T18:39:27-05:00,,,https://www.bet365.com/,674.5,-110,1.9090909090909092,,,674.5,Over -110|Under -110,0.5,1.047619048,0,206.363215255,0.305949911424,0,paired_two_way_proportional_devig_logistic
bet365,IL,2026,Jordan Addison,Jordan Addison,receiving_yards,674.5,Under,-110,1.90909090909091,2026-07-21T18:39:27-05:00,,,https://www.bet365.com/,674.5,-110,1.9090909090909092,,,674.5,Over -110|Under -110,0.5,1.047619048,0,206.363215255,0.305949911424,0,paired_two_way_proportional_devig_logistic
BetMGM,IL,2026,Jordyn Tyson,Jordyn Tyson,receiving_yards,754.855319,Over,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://cf-us3-cds-api.itsfogo.com/bettingoffer/fixture-view?x-bwin-accessid=ZTg4YWEwMTgtZTlhYy00MWRkLWIzYWYtZjMzODI5ZDE0Mjc5&lang=en-us&country=US&usercountry=US&state=Latest&fixtureIds=19070789&offerMapping=All&scoreboardMode=Full,775.5,100,2.0,1512612659,2173525186,775.5,Over 100|Under -120,0.47826087,1.045454545,-0.087011377,237.264156309,0.305949911424,-20.644680951,paired_two_way_proportional_devig_logistic
BetMGM,IL,2026,Jordyn Tyson,Jordyn Tyson,receiving_yards,754.855319,Under,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://cf-us3-cds-api.itsfogo.com/bettingoffer/fixture-view?x-bwin-accessid=ZTg4YWEwMTgtZTlhYy00MWRkLWIzYWYtZjMzODI5ZDE0Mjc5&lang=en-us&country=US&usercountry=US&state=Latest&fixtureIds=19070789&offerMapping=All&scoreboardMode=Full,775.5,-120,1.83,1512612659,2173525187,775.5,Over 100|Under -120,0.52173913,1.045454545,0.087011377,237.264156309,0.305949911424,-20.644680951,paired_two_way_proportional_devig_logistic
BetRivers,IL,2026,Jordyn Tyson,Jordyn Tyson,receiving_yards,741.606725,Over,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://il.betrivers.com/api/service/sportsbook/offering/listview/filtered/events?cageCode=847,750.5,-106,1.95,2667312422,4254352958,750.5,Over -106|Under -115,0.490318417,1.049446828,-0.038731175,229.615408523,0.305949911424,-8.89327455,paired_two_way_proportional_devig_logistic
BetRivers,IL,2026,Jordyn Tyson,Jordyn Tyson,receiving_yards,741.606725,Under,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://il.betrivers.com/api/service/sportsbook/offering/listview/filtered/events?cageCode=847,750.5,-115,1.87,2667312422,4254352959,750.5,Over -106|Under -115,0.509681583,1.049446828,0.038731175,229.615408523,0.305949911424,-8.89327455,paired_two_way_proportional_devig_logistic
Caesars,IL,2026,Jordyn Tyson,Jordyn Tyson,receiving_yards,775.5,Over,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://api.americanwagering.com/regions/us/locations/il/brands/czr/sb/v4/sports/americanfootball/tabs/FUTURE_BETS%7CPlayer%20Futures/secondary/_7cPlayer_7c_20_7cTotal_20Regular_20Season_20Receiving_20Yards_7c,775.5,-115,1.86957,237ef63f-106c-3cef-99a0-58cde4253f6c,d8989e0d-5615-3eaf-96af-f7c7468de7c2,775.5,Over -115|Under -115,0.5,1.069767442,0,237.264156309,0.305949911424,0,paired_two_way_proportional_devig_logistic
Caesars,IL,2026,Jordyn Tyson,Jordyn Tyson,receiving_yards,775.5,Under,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://api.americanwagering.com/regions/us/locations/il/brands/czr/sb/v4/sports/americanfootball/tabs/FUTURE_BETS%7CPlayer%20Futures/secondary/_7cPlayer_7c_20_7cTotal_20Regular_20Season_20Receiving_20Yards_7c,775.5,-115,1.86957,237ef63f-106c-3cef-99a0-58cde4253f6c,46f47565-13a6-34d6-a129-31548ec91654,775.5,Over -115|Under -115,0.5,1.069767442,0,237.264156309,0.305949911424,0,paired_two_way_proportional_devig_logistic
DraftKings,IL,2026,Jordyn Tyson,Jordyn Tyson,receiving_yards,783.16256,Over,-110,1.90909090909091,2026-07-21T18:26:04-05:00,,,https://sportsbook.draftkings.com/leagues/football/nfl,,,,,,749.5|999.5|1249.5|1499.5,Over -125|Over 225|Over 700|Over 2000,,1.047619048,,235.424810771,0.300607846572,,one_sided_ladder_typical_hold_logistic_fit
DraftKings,IL,2026,Jordyn Tyson,Jordyn Tyson,receiving_yards,783.16256,Under,-110,1.90909090909091,2026-07-21T18:26:04-05:00,,,https://sportsbook.draftkings.com/leagues/football/nfl,,,,,,749.5|999.5|1249.5|1499.5,Over -125|Over 225|Over 700|Over 2000,,1.047619048,,235.424810771,0.300607846572,,one_sided_ladder_typical_hold_logistic_fit
FanDuel,IL,2026,Jordyn Tyson,Jordyn Tyson,receiving_yards,750.5,Over,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://sbapi.il.sportsbook.fanduel.com/api/content-managed-page?page=CUSTOM&customPageId=nfl&pbHorizontal=false&_ak=FhMFpcPWXMeyZxOx,750.5,-114,1.87719298245614,717.165616181,99983970,750.5,Over -114|Under -114,0.5,1.065420561,0,229.615408523,0.305949911424,0,paired_two_way_proportional_devig_logistic
FanDuel,IL,2026,Jordyn Tyson,Jordyn Tyson,receiving_yards,750.5,Under,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://sbapi.il.sportsbook.fanduel.com/api/content-managed-page?page=CUSTOM&customPageId=nfl&pbHorizontal=false&_ak=FhMFpcPWXMeyZxOx,750.5,-114,1.87719298245614,717.165616181,99983969,750.5,Over -114|Under -114,0.5,1.065420561,0,229.615408523,0.305949911424,0,paired_two_way_proportional_devig_logistic
bet365,IL,2026,Jordyn Tyson,Jordyn Tyson,receiving_yards,764.229348,Over,-110,1.90909090909091,2026-07-21T18:39:27-05:00,,,https://www.bet365.com/,774.5,-105,1.9523809523809523,,,774.5,Over -105|Under -115,0.489165764,1.047078843,-0.043343729,236.958206398,0.305949911424,-10.270652334,paired_two_way_proportional_devig_logistic
bet365,IL,2026,Jordyn Tyson,Jordyn Tyson,receiving_yards,764.229348,Under,-110,1.90909090909091,2026-07-21T18:39:27-05:00,,,https://www.bet365.com/,774.5,-115,1.8695652173913042,,,774.5,Over -105|Under -115,0.510834236,1.047078843,0.043343729,236.958206398,0.305949911424,-10.270652334,paired_two_way_proportional_devig_logistic
BetRivers,IL,2026,Josh Downs,Josh Downs,receiving_yards,775.5,Over,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://il.betrivers.com/api/service/sportsbook/offering/listview/filtered/events?cageCode=847,775.5,-110,1.91,2663636692,4242080848,775.5,Over -110|Under -110,0.5,1.047619048,0,237.264156309,0.305949911424,0,paired_two_way_proportional_devig_logistic
BetRivers,IL,2026,Josh Downs,Josh Downs,receiving_yards,775.5,Under,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://il.betrivers.com/api/service/sportsbook/offering/listview/filtered/events?cageCode=847,775.5,-110,1.91,2663636692,4242080849,775.5,Over -110|Under -110,0.5,1.047619048,0,237.264156309,0.305949911424,0,paired_two_way_proportional_devig_logistic
Caesars,IL,2026,Josh Downs,Josh Downs,receiving_yards,800.5,Over,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://api.americanwagering.com/regions/us/locations/il/brands/czr/sb/v4/sports/americanfootball/tabs/FUTURE_BETS%7CPlayer%20Futures/secondary/_7cPlayer_7c_20_7cTotal_20Regular_20Season_20Receiving_20Yards_7c,800.5,-115,1.86957,4e6be995-c987-3d67-9f32-9e76c05642fe,9ced7905-d8dd-378f-a3cc-979aebe83e30,800.5,Over -115|Under -115,0.5,1.069767442,0,244.912904095,0.305949911424,0,paired_two_way_proportional_devig_logistic
Caesars,IL,2026,Josh Downs,Josh Downs,receiving_yards,800.5,Under,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://api.americanwagering.com/regions/us/locations/il/brands/czr/sb/v4/sports/americanfootball/tabs/FUTURE_BETS%7CPlayer%20Futures/secondary/_7cPlayer_7c_20_7cTotal_20Regular_20Season_20Receiving_20Yards_7c,800.5,-115,1.86957,4e6be995-c987-3d67-9f32-9e76c05642fe,2ca39b70-912b-3e09-8357-24a63b7699c2,800.5,Over -115|Under -115,0.5,1.069767442,0,244.912904095,0.305949911424,0,paired_two_way_proportional_devig_logistic
bet365,IL,2026,Josh Downs,Josh Downs,receiving_yards,784.770652,Over,-110,1.90909090909091,2026-07-21T18:39:27-05:00,,,https://www.bet365.com/,774.5,-115,1.8695652173913042,,,774.5,Over -115|Under -105,0.510834236,1.047078843,0.043343729,236.958206398,0.305949911424,10.270652334,paired_two_way_proportional_devig_logistic
bet365,IL,2026,Josh Downs,Josh Downs,receiving_yards,784.770652,Under,-110,1.90909090909091,2026-07-21T18:39:27-05:00,,,https://www.bet365.com/,774.5,-105,1.9523809523809523,,,774.5,Over -115|Under -105,0.489165764,1.047078843,-0.043343729,236.958206398,0.305949911424,10.270652334,paired_two_way_proportional_devig_logistic
BetMGM,IL,2026,Justin Jefferson,Justin Jefferson,receiving_yards,1150.5,Over,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://cf-us3-cds-api.itsfogo.com/bettingoffer/fixture-view?x-bwin-accessid=ZTg4YWEwMTgtZTlhYy00MWRkLWIzYWYtZjMzODI5ZDE0Mjc5&lang=en-us&country=US&usercountry=US&state=Latest&fixtureIds=19070789&offerMapping=All&scoreboardMode=Full,1150.5,-110,1.91,1512612667,2173525202,1150.5,Over -110|Under -110,0.5,1.047619048,0,351.995373093,0.305949911424,0,paired_two_way_proportional_devig_logistic
BetMGM,IL,2026,Justin Jefferson,Justin Jefferson,receiving_yards,1150.5,Under,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://cf-us3-cds-api.itsfogo.com/bettingoffer/fixture-view?x-bwin-accessid=ZTg4YWEwMTgtZTlhYy00MWRkLWIzYWYtZjMzODI5ZDE0Mjc5&lang=en-us&country=US&usercountry=US&state=Latest&fixtureIds=19070789&offerMapping=All&scoreboardMode=Full,1150.5,-110,1.91,1512612667,2173525203,1150.5,Over -110|Under -110,0.5,1.047619048,0,351.995373093,0.305949911424,0,paired_two_way_proportional_devig_logistic
BetRivers,IL,2026,Justin Jefferson,Justin Jefferson,receiving_yards,1200.5,Over,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://il.betrivers.com/api/service/sportsbook/offering/listview/filtered/events?cageCode=847,1200.5,-110,1.91,2645455824,4181471036,1200.5,Over -110|Under -110,0.5,1.047619048,0,367.292868664,0.305949911424,0,paired_two_way_proportional_devig_logistic
BetRivers,IL,2026,Justin Jefferson,Justin Jefferson,receiving_yards,1200.5,Under,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://il.betrivers.com/api/service/sportsbook/offering/listview/filtered/events?cageCode=847,1200.5,-110,1.91,2645455824,4181471038,1200.5,Over -110|Under -110,0.5,1.047619048,0,367.292868664,0.305949911424,0,paired_two_way_proportional_devig_logistic
Caesars,IL,2026,Justin Jefferson,Justin Jefferson,receiving_yards,1150.5,Over,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://api.americanwagering.com/regions/us/locations/il/brands/czr/sb/v4/sports/americanfootball/tabs/FUTURE_BETS%7CPlayer%20Futures/secondary/_7cPlayer_7c_20_7cTotal_20Regular_20Season_20Receiving_20Yards_7c,1150.5,-115,1.86957,204828eb-f42b-3c67-b41f-461910c36fc3,3e2e04d8-6f77-35e9-8349-1cced9eeda61,1150.5,Over -115|Under -115,0.5,1.069767442,0,351.995373093,0.305949911424,0,paired_two_way_proportional_devig_logistic
Caesars,IL,2026,Justin Jefferson,Justin Jefferson,receiving_yards,1150.5,Under,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://api.americanwagering.com/regions/us/locations/il/brands/czr/sb/v4/sports/americanfootball/tabs/FUTURE_BETS%7CPlayer%20Futures/secondary/_7cPlayer_7c_20_7cTotal_20Regular_20Season_20Receiving_20Yards_7c,1150.5,-115,1.86957,204828eb-f42b-3c67-b41f-461910c36fc3,4d8330e9-6da8-37ea-83af-e39f12234e72,1150.5,Over -115|Under -115,0.5,1.069767442,0,351.995373093,0.305949911424,0,paired_two_way_proportional_devig_logistic
FanDuel,IL,2026,Justin Jefferson,Justin Jefferson,receiving_yards,1150.5,Over,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://sbapi.il.sportsbook.fanduel.com/api/content-managed-page?page=CUSTOM&customPageId=nfl&pbHorizontal=false&_ak=FhMFpcPWXMeyZxOx,1150.5,-114,1.87719298245614,717.168960362,98467711,1150.5,Over -114|Under -114,0.5,1.065420561,0,351.995373093,0.305949911424,0,paired_two_way_proportional_devig_logistic
FanDuel,IL,2026,Justin Jefferson,Justin Jefferson,receiving_yards,1150.5,Under,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://sbapi.il.sportsbook.fanduel.com/api/content-managed-page?page=CUSTOM&customPageId=nfl&pbHorizontal=false&_ak=FhMFpcPWXMeyZxOx,1150.5,-114,1.87719298245614,717.168960362,98467712,1150.5,Over -114|Under -114,0.5,1.065420561,0,351.995373093,0.305949911424,0,paired_two_way_proportional_devig_logistic
bet365,IL,2026,Justin Jefferson,Justin Jefferson,receiving_yards,1149.5,Over,-110,1.90909090909091,2026-07-21T18:39:27-05:00,,,https://www.bet365.com/,1149.5,-110,1.9090909090909092,,,1149.5,Over -110|Under -110,0.5,1.047619048,0,351.689423181,0.305949911424,0,paired_two_way_proportional_devig_logistic
bet365,IL,2026,Justin Jefferson,Justin Jefferson,receiving_yards,1149.5,Under,-110,1.90909090909091,2026-07-21T18:39:27-05:00,,,https://www.bet365.com/,1149.5,-110,1.9090909090909092,,,1149.5,Over -110|Under -110,0.5,1.047619048,0,351.689423181,0.305949911424,0,paired_two_way_proportional_devig_logistic
BetRivers,IL,2026,Juwan Johnson,Juwan Johnson,receiving_yards,550.5,Over,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://il.betrivers.com/api/service/sportsbook/offering/listview/filtered/events?cageCode=847,550.5,-110,1.91,2661085531,4233537366,550.5,Over -110|Under -110,0.5,1.047619048,0,168.425426239,0.305949911424,0,paired_two_way_proportional_devig_logistic
BetRivers,IL,2026,Juwan Johnson,Juwan Johnson,receiving_yards,550.5,Under,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://il.betrivers.com/api/service/sportsbook/offering/listview/filtered/events?cageCode=847,550.5,-110,1.91,2661085531,4233537369,550.5,Over -110|Under -110,0.5,1.047619048,0,168.425426239,0.305949911424,0,paired_two_way_proportional_devig_logistic
Caesars,IL,2026,Juwan Johnson,Juwan Johnson,receiving_yards,550.5,Over,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://api.americanwagering.com/regions/us/locations/il/brands/czr/sb/v4/sports/americanfootball/tabs/FUTURE_BETS%7CPlayer%20Futures/secondary/_7cPlayer_7c_20_7cTotal_20Regular_20Season_20Receiving_20Yards_7c,550.5,-115,1.86957,9017ce36-e3ea-3537-93f2-b3ad8eb01cbf,316472c6-9f2f-3039-b946-ea6f70732069,550.5,Over -115|Under -115,0.5,1.069767442,0,168.425426239,0.305949911424,0,paired_two_way_proportional_devig_logistic
Caesars,IL,2026,Juwan Johnson,Juwan Johnson,receiving_yards,550.5,Under,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://api.americanwagering.com/regions/us/locations/il/brands/czr/sb/v4/sports/americanfootball/tabs/FUTURE_BETS%7CPlayer%20Futures/secondary/_7cPlayer_7c_20_7cTotal_20Regular_20Season_20Receiving_20Yards_7c,550.5,-115,1.86957,9017ce36-e3ea-3537-93f2-b3ad8eb01cbf,10d01110-42ad-38c0-908e-433476eebe4f,550.5,Over -115|Under -115,0.5,1.069767442,0,168.425426239,0.305949911424,0,paired_two_way_proportional_devig_logistic
bet365,IL,2026,Juwan Johnson,Juwan Johnson,receiving_yards,566.88155,Over,-110,1.90909090909091,2026-07-21T18:39:27-05:00,,,https://www.bet365.com/,574.5,-105,1.9523809523809523,,,574.5,Over -105|Under -115,0.489165764,1.047078843,-0.043343729,175.768224113,0.305949911424,-7.618450311,paired_two_way_proportional_devig_logistic
bet365,IL,2026,Juwan Johnson,Juwan Johnson,receiving_yards,566.88155,Under,-110,1.90909090909091,2026-07-21T18:39:27-05:00,,,https://www.bet365.com/,574.5,-115,1.8695652173913042,,,574.5,Over -105|Under -115,0.510834236,1.047078843,0.043343729,175.768224113,0.305949911424,-7.618450311,paired_two_way_proportional_devig_logistic
BetMGM,IL,2026,KC Concepcion,KC Concepcion,receiving_yards,616.485984,Over,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://cf-us3-cds-api.itsfogo.com/bettingoffer/fixture-view?x-bwin-accessid=ZTg4YWEwMTgtZTlhYy00MWRkLWIzYWYtZjMzODI5ZDE0Mjc5&lang=en-us&country=US&usercountry=US&state=Latest&fixtureIds=19070789&offerMapping=All&scoreboardMode=Full,600.5,-120,1.83,1512612653,2173525174,600.5,Over -120|Under 100,0.52173913,1.045454545,0.087011377,183.72292181,0.305949911424,15.985984411,paired_two_way_proportional_devig_logistic
BetMGM,IL,2026,KC Concepcion,KC Concepcion,receiving_yards,616.485984,Under,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://cf-us3-cds-api.itsfogo.com/bettingoffer/fixture-view?x-bwin-accessid=ZTg4YWEwMTgtZTlhYy00MWRkLWIzYWYtZjMzODI5ZDE0Mjc5&lang=en-us&country=US&usercountry=US&state=Latest&fixtureIds=19070789&offerMapping=All&scoreboardMode=Full,600.5,100,2.0,1512612653,2173525175,600.5,Over -120|Under 100,0.47826087,1.045454545,-0.087011377,183.72292181,0.305949911424,15.985984411,paired_two_way_proportional_devig_logistic
BetRivers,IL,2026,KC Concepcion,KC Concepcion,receiving_yards,625.5,Over,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://il.betrivers.com/api/service/sportsbook/offering/listview/filtered/events?cageCode=847,625.5,-110,1.91,2645452804,4181467996,625.5,Over -110|Under -110,0.5,1.047619048,0,191.371669595,0.305949911424,0,paired_two_way_proportional_devig_logistic
BetRivers,IL,2026,KC Concepcion,KC Concepcion,receiving_yards,625.5,Under,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://il.betrivers.com/api/service/sportsbook/offering/listview/filtered/events?cageCode=847,625.5,-110,1.91,2645452804,4181467998,625.5,Over -110|Under -110,0.5,1.047619048,0,191.371669595,0.305949911424,0,paired_two_way_proportional_devig_logistic
